iter	Logloss
0	0.5199921668
1	0.387700951
2	0.2985314984
3	0.2397500184
4	0.1916768249
5	0.1512262065
6	0.1240745896
7	0.1029254248
8	0.08926192004
9	0.07874783798
10	0.07142127363
11	0.06412520678
12	0.0581979316
13	0.05358446165
14	0.05076110051
15	0.04835047937
16	0.04539255696
17	0.04322210539
18	0.04161682213
19	0.0404239745
20	0.0393710634
21	0.03843677311
22	0.03707761933
23	0.03600316719
24	0.03533220412
25	0.03452137758
26	0.03387512154
27	0.03339824967
28	0.03276027722
29	0.03217983806
30	0.03178210595
31	0.03144798445
32	0.03107812684
33	0.03083836779
34	0.03044234392
35	0.03018385223
36	0.02988224785
37	0.02955794024
38	0.02934277237
39	0.02917064793
40	0.02891442152
41	0.02870948396
42	0.02853113398
43	0.02828212842
44	0.02810358465
45	0.0279418841
46	0.02779190892
47	0.02765730259
48	0.02749521266
49	0.02731887859
50	0.02715012665
51	0.02698870847
52	0.02685899561
53	0.02674545293
54	0.02657667803
55	0.026436103
56	0.02632187044
57	0.02616277964
58	0.02605984607
59	0.025967143
60	0.02584969176
61	0.02571599262
62	0.02557098986
63	0.02543610855
64	0.02531854001
65	0.02520641052
66	0.02510876303
67	0.02499878003
68	0.02490038585
69	0.02481583811
70	0.02468606139
71	0.02456829884
72	0.02449737219
73	0.02443331252
74	0.02434306458
75	0.024257441
76	0.02416741389
77	0.02407104919
78	0.02400023906
79	0.02392640888
80	0.02386103832
81	0.02378693185
82	0.0236884622
83	0.02358117934
84	0.02347469929
85	0.02341149808
86	0.02334312778
87	0.02328206523
88	0.02320500285
89	0.02309740249
90	0.02304701972
91	0.02297688998
92	0.0229134538
93	0.02284461178
94	0.02276638916
95	0.02268823883
96	0.0226075158
97	0.02255891919
98	0.02249533804
99	0.02241248221
100	0.02238271351
101	0.02227154291
102	0.02219926207
103	0.02212102249
104	0.02205643905
105	0.02200996049
106	0.02194482834
107	0.02186994173
108	0.02178615643
109	0.02173423376
110	0.02167836033
111	0.02163385108
112	0.02157286936
113	0.02152818091
114	0.02147842534
115	0.02143159367
116	0.02136533969
117	0.02129573557
118	0.02121232454
119	0.02114092319
120	0.02106751564
121	0.02101263822
122	0.02096872409
123	0.02091197379
124	0.02086334004
125	0.02082431112
126	0.02078180204
127	0.02070218971
128	0.02062421027
129	0.02056236158
130	0.02049615697
131	0.02043093788
132	0.02037358721
133	0.02034196757
134	0.02028859081
135	0.02023732127
136	0.0201819001
137	0.02013942708
138	0.02009377616
139	0.02005586611
140	0.0199558997
141	0.01989610081
142	0.01981890279
143	0.01977512078
144	0.01971945328
145	0.01967604932
146	0.01961964646
147	0.01956763425
148	0.01952442514
149	0.01944429004
150	0.01940522894
151	0.01936059726
152	0.0193182888
153	0.01927595647
154	0.0192220108
155	0.01918779986
156	0.01915132057
157	0.01909996999
158	0.01904410822
159	0.01899565855
160	0.01895762198
161	0.01888911371
162	0.01883877649
163	0.0187887939
164	0.01871989987
165	0.01867541903
166	0.01863562245
167	0.01856089135
168	0.01850345067
169	0.01845506106
170	0.0184133151
171	0.01836909752
172	0.01831234369
173	0.01827634596
174	0.01824457024
175	0.01819913674
176	0.01813159616
177	0.01808319724
178	0.01803038125
179	0.01796821586
180	0.01793326817
181	0.01789208586
182	0.01784091968
183	0.01778559269
184	0.01774019469
185	0.0177024092
186	0.01766563227
187	0.01763027109
188	0.01759084383
189	0.01755526989
190	0.01750855108
191	0.01744938402
192	0.01740562753
193	0.01736838291
194	0.01733609872
195	0.01728761424
196	0.01725759712
197	0.0172058543
198	0.01716182671
199	0.0171296677
200	0.01708785527
201	0.01705410455
202	0.01699978838
203	0.01695309549
204	0.01691976848
205	0.01688748724
206	0.01684930727
207	0.01681736791
208	0.01678425674
209	0.01674930083
210	0.01670658427
211	0.01666557782
212	0.01663810224
213	0.01659921484
214	0.01656070962
215	0.01652013178
216	0.01647884114
217	0.01643405099
218	0.01638779874
219	0.01634864591
220	0.01629583108
221	0.01624672121
222	0.01621608848
223	0.01617773777
224	0.01614429351
225	0.01611310541
226	0.01608331093
227	0.01602712188
228	0.01599316276
229	0.01596910034
230	0.0159388398
231	0.01590746414
232	0.01588076281
233	0.01584099681
